userId,Name,email,gender,specializations,doj,state,experience,trainingName,trainerName,optimizedDuration,trainingStatus,assessment_percentage_done,assessment_completion_time_in_hours,scoreAchievedInQuiz,quizPassedOrFailed,ratingGivenByTrainer
5913465038,Elvina Lapley,elapley3p@youku.com,Genderfluid,Azure,10/9/2002,District of Columbia,11,DBT,Lauretta,36,pending,0,0,0,"",""
5913465038,Elvina Lapley,elapley3p@youku.com,Genderfluid,Azure,10/9/2002,District of Columbia,11,Figma,Erhard,10,in_progress,27,84,84,Pass,3
5913465038,Elvina Lapley,elapley3p@youku.com,Genderfluid,Azure,10/9/2002,District of Columbia,11,ReactJS,Carolin,39,completed,100,27,67,Pass,3
5842432125,Alfie Stendall,astendall3q@baidu.com,Female,Javascript,10/31/2010,Utah,12,ReactJS,Carolin,39,pending,0,0,0,"",""
5997002417,Mureil O' Liddy,moliddy3r@soup.io,Female,Azure,1/8/2015,North Carolina,13,Javascript,Ilsa,8,completed,100,1,91,Pass,2
5997002417,Mureil O' Liddy,moliddy3r@soup.io,Female,Azure,1/8/2015,North Carolina,13,Javascript,Ilsa,8,pending,0,0,0,"",""
4474520292,Constancia Grono,cgrono3s@hc360.com,Non-binary,DevOps,7/15/2003,California,15,,,,,,,,,
3518487840,Jeralee Reijmers,jreijmers3t@boston.com,Female,ML,3/31/2021,Pennsylvania,20,,,,,,,,,
4120084631,Colas Scaplehorn,cscaplehorn3u@cdc.gov,Male,NodeJS,8/12/2007,Nebraska,6,Figma,Simone,24,completed,100,86,8,Fail,2
2996377637,Hugo Gravenor,hgravenor3v@seattletimes.com,Bigender,Figma,4/28/2023,Florida,17,Figma,Simone,24,pending,0,0,0,"",""
8418348626,Winn McMichael,wmcmichael3w@youku.com,Male,ML,12/15/2007,North Carolina,19,,,,,,,,,
6820287358,Bradford Clowley,bclowley3x@loc.gov,Male,WebScraping,12/9/2006,Indiana,18,Cloud,Nadya,32,pending,0,0,0,"",""
6820287358,Bradford Clowley,bclowley3x@loc.gov,Male,WebScraping,12/9/2006,Indiana,18,Cloud,Nadya,32,in_progress,26,81,60,Pass,1
8406420106,Bobby Gahan,bgahan3y@feedburner.com,Agender,WebScraping,1/4/2022,Alabama,11,,,,,,,,,
815386607,Jamie Dougher,jdougher3z@pcworld.com,Polygender,GItHub,12/4/2015,Texas,7,WebScraping,Aarika,7,in_progress,38,68,29,Fail,2
8823546684,Cirillo Dignon,cdignon40@skype.com,Male,DevOps,9/14/2006,Alabama,8,,,,,,,,,
3595346792,Alasteir Gierardi,agierardi41@ifeng.com,Male,Figma,5/13/2019,Kansas,16,OS,Alma,30,pending,0,0,0,"",""
3595346792,Alasteir Gierardi,agierardi41@ifeng.com,Male,Figma,5/13/2019,Kansas,16,Networking,Randie,35,completed,100,21,46,Fail,1
1492330106,Mic Shegog,mshegog42@epa.gov,Male,HtmlCSS,10/19/2014,Massachusetts,10,,,,,,,,,
3311365076,Nealon Extance,nextance43@desdev.cn,Male,DevOps,1/13/2017,California,18,Cloud,Nadya,32,in_progress,24,5,81,Pass,3
3311365076,Nealon Extance,nextance43@desdev.cn,Male,DevOps,1/13/2017,California,18,Networking,Clem,30,in_progress,72,92,4,Fail,3
2643997151,Patricio Simenel,psimenel44@de.vu,Male,Netwrking,7/24/2014,Washington,18,,,,,,,,,
9747792813,Rochella Knowlys,rknowlys45@forbes.com,Female,ML,5/12/2015,Kansas,6,Javascript,Boot,33,in_progress,31,82,80,Pass,2
5310056704,Garrik Viccars,gviccars46@opera.com,Male,WebScraping,3/23/2018,New York,20,Cloud,Nadya,32,pending,0,0,0,"",""
5310056704,Garrik Viccars,gviccars46@opera.com,Male,WebScraping,3/23/2018,New York,20,DBT,Mariam,1,in_progress,79,52,23,Fail,1
5310056704,Garrik Viccars,gviccars46@opera.com,Male,WebScraping,3/23/2018,New York,20,NodeJS,Farleigh,18,pending,0,0,0,"",""
8753074459,Jere Fenemore,jfenemore47@ed.gov,Male,GItHub,6/8/2022,Washington,11,,,,,,,,,
1718298964,Vince Hedden,vhedden48@drupal.org,Male,Javascript,12/18/2005,California,12,ReactJS,Carolin,39,completed,100,49,23,Fail,2
3352178775,Izaak Reddlesden,ireddlesden49@ocn.ne.jp,Male,WebScraping,10/24/2004,California,8,OS,Lotty,48,pending,0,0,0,"",""
8225672959,Christoph Bundy,cbundy4a@imdb.com,Male,ML,7/10/2007,Missouri,7,Figma,Meta,5,pending,0,0,0,"",""
7676770600,Marchall Gabbitus,mgabbitus4b@tripadvisor.com,Male,OS,1/2/2002,Oklahoma,6,Networking,Romonda,10,pending,0,0,0,"",""
9636306140,Lynda Bodega,lbodega4c@bandcamp.com,Female,ML,9/7/2016,Texas,12,,,,,,,,,
2293989553,Irvin Gauson,igauson4d@wufoo.com,Male,OS,12/20/2021,Florida,10,,,,,,,,,
9482338961,Peri Mertel,pmertel4e@dedecms.com,Polygender,HtmlCSS,9/24/2003,Colorado,3,ReactJS,Stephie,50,pending,0,0,0,"",""
9482338961,Peri Mertel,pmertel4e@dedecms.com,Polygender,HtmlCSS,9/24/2003,Colorado,3,Javascript,Ilsa,8,in_progress,86,10,18,Fail,5
4670493762,Sammy Alessandrini,salessandrini4f@mit.edu,Male,OS,5/30/2022,California,18,Javascript,Ilsa,8,completed,100,42,79,Pass,2
4670493762,Sammy Alessandrini,salessandrini4f@mit.edu,Male,OS,5/30/2022,California,18,Javascript,Ilsa,8,in_progress,59,17,65,Pass,3
4670493762,Sammy Alessandrini,salessandrini4f@mit.edu,Male,OS,5/30/2022,California,18,Figma,Candy,44,pending,0,0,0,"",""
2388307293,Marlo Pecey,mpecey4g@bloglovin.com,Male,DBT,4/17/2004,Kansas,7,,,,,,,,,
8267864653,Burnaby Kynoch,bkynoch4h@blog.com,Agender,ReactJS,11/6/2010,New York,11,Figma,Felice,33,in_progress,21,11,87,Pass,2
8267864653,Burnaby Kynoch,bkynoch4h@blog.com,Agender,ReactJS,11/6/2010,New York,11,OS,Lotty,48,completed,100,46,65,Pass,5
1488177407,Jenny Stearns,jstearns4i@acquirethisname.com,Female,Azure,2/9/2021,Texas,1,Figma,Erhard,10,completed,100,62,7,Fail,1
6683208892,Jeremy Dossetter,jdossetter4j@moonfruit.com,Male,DevOps,8/30/2012,New York,2,DBT,Lauretta,36,in_progress,10,73,52,Pass,4
9194198352,Inna Gittoes,igittoes4k@wiley.com,Female,Netwrking,12/29/2003,Illinois,4,,,,,,,,,
57187412,Lynnell Tocque,ltocque4l@foxnews.com,Female,Azure,10/2/2017,Ohio,10,NodeJS,Fawne,50,in_progress,35,39,41,Fail,5
4858047602,Nike Karmel,nkarmel4m@digg.com,Female,OS,6/27/2018,Minnesota,19,Cloud,Karilynn,35,pending,0,0,0,"",""
4858047602,Nike Karmel,nkarmel4m@digg.com,Female,OS,6/27/2018,Minnesota,19,Figma,Erhard,10,in_progress,61,12,38,Fail,5
4858047602,Nike Karmel,nkarmel4m@digg.com,Female,OS,6/27/2018,Minnesota,19,Networking,Randie,35,pending,0,0,0,"",""
351532147,Naomi Silwood,nsilwood4n@eepurl.com,Female,ReactJS,6/30/2010,New York,17,ReactJS,Carolin,39,in_progress,17,59,4,Fail,2
351532147,Naomi Silwood,nsilwood4n@eepurl.com,Female,ReactJS,6/30/2010,New York,17,Networking,Clem,30,in_progress,47,79,67,Pass,1
7792319385,Analiese Andres,aandres4o@github.com,Female,ReactJS,11/21/2021,Texas,7,DevOps,Angela,27,completed,100,67,34,Fail,5
5535887421,Enrica Billings,ebillings4p@multiply.com,Female,ML,11/16/2002,Texas,15,Figma,Felice,33,pending,0,0,0,"",""
5535887421,Enrica Billings,ebillings4p@multiply.com,Female,ML,11/16/2002,Texas,15,Figma,Erhard,10,pending,0,0,0,"",""
5535887421,Enrica Billings,ebillings4p@multiply.com,Female,ML,11/16/2002,Texas,15,DevOps,Dorolisa,50,completed,100,19,89,Pass,4
8847214776,Leila Dybald,ldybald4q@ask.com,Female,ML,5/26/2022,California,2,,,,,,,,,
1706865935,Clemmie Griggs,cgriggs4r@disqus.com,Female,DevOps,2/19/2017,Connecticut,14,DBT,Mariam,1,completed,100,91,31,Fail,3
5738092128,Alene Smout,asmout4s@mit.edu,Female,DevOps,6/3/2011,California,10,OS,Lotty,48,in_progress,25,96,90,Pass,3
5738092128,Alene Smout,asmout4s@mit.edu,Female,DevOps,6/3/2011,California,10,Networking,Lemar,23,completed,100,41,29,Fail,1
8792661685,Niven Kellert,nkellert4t@wikia.com,Male,NodeJS,2/25/2014,Texas,8,ReactJS,Carolin,39,in_progress,11,39,48,Fail,1
8792661685,Niven Kellert,nkellert4t@wikia.com,Male,NodeJS,2/25/2014,Texas,8,OS,Lotty,48,pending,0,0,0,"",""
3140812989,Godart Drewett,gdrewett4u@guardian.co.uk,Male,HtmlCSS,9/18/2019,California,15,,,,,,,,,
6768746223,Roshelle Eusden,reusden4v@angelfire.com,Female,GItHub,9/16/2004,New Jersey,16,OS,Alma,30,in_progress,88,61,73,Pass,5
6768746223,Roshelle Eusden,reusden4v@angelfire.com,Female,GItHub,9/16/2004,New Jersey,16,NodeJS,Fawne,50,completed,100,9,7,Fail,4
6768746223,Roshelle Eusden,reusden4v@angelfire.com,Female,GItHub,9/16/2004,New Jersey,16,Figma,Candy,44,in_progress,92,21,14,Fail,3
7874713889,Aron Episcopi,aepiscopi4w@loc.gov,Agender,Netwrking,6/30/2014,Florida,17,,,,,,,,,
655361114,Melinde Halsall,mhalsall4x@technorati.com,Female,ML,12/16/2006,Georgia,17,,,,,,,,,
614173939,Hewett Godthaab,hgodthaab4y@huffingtonpost.com,Polygender,WebScraping,3/24/2004,Pennsylvania,20,ML,Belvia,31,in_progress,78,13,20,Fail,2
614173939,Hewett Godthaab,hgodthaab4y@huffingtonpost.com,Polygender,WebScraping,3/24/2004,Pennsylvania,20,WebScraping,Gilburt,30,completed,100,65,41,Fail,3
614173939,Hewett Godthaab,hgodthaab4y@huffingtonpost.com,Polygender,WebScraping,3/24/2004,Pennsylvania,20,DBT,Lauretta,36,pending,0,0,0,"",""
5531161415,Loydie Vaugham,lvaugham4z@ucoz.com,Male,Azure,4/5/2004,New York,18,Networking,Romonda,10,completed,100,40,58,Pass,2
2724557953,Neddy Noton,nnoton50@bluehost.com,Male,OS,1/31/2018,Maryland,3,OS,Alma,30,pending,0,0,0,"",""
7063871044,Ramon Presland,rpresland51@last.fm,Male,Cloud,7/6/2000,Florida,8,WebScraping,Gilburt,30,in_progress,46,9,71,Pass,2
4569028770,Alayne Gemson,agemson52@infoseek.co.jp,Female,Javascript,6/27/2007,California,11,Javascript,Boot,33,pending,0,0,0,"",""
7431452448,Andras Durram,adurram53@soup.io,Male,DBT,10/27/2004,Alabama,4,Javascript,Boot,33,completed,100,2,94,Pass,4
3683678518,Davie Vouls,dvouls54@linkedin.com,Male,Azure,10/19/2021,Michigan,3,Azure,Antone,40,in_progress,52,78,92,Pass,2
8623780466,Winna Toppin,wtoppin55@rakuten.co.jp,Female,OS,9/7/2014,New York,4,Networking,Randie,35,in_progress,31,39,79,Pass,2
1204367278,Torry Camblin,tcamblin56@earthlink.net,Male,Javascript,11/17/2000,Washington,15,WebScraping,Gilburt,30,completed,100,16,36,Fail,5
5308890931,Teddy Twatt,ttwatt57@wikia.com,Female,HtmlCSS,1/22/2002,South Dakota,14,NodeJS,Farleigh,18,completed,100,31,41,Fail,3
6556947932,Donalt Lambole,dlambole58@prlog.org,Male,Cloud,3/24/2003,West Virginia,18,Networking,Clem,30,pending,0,0,0,"",""
2354944496,Wally Caress,wcaress59@oaic.gov.au,Female,Netwrking,8/1/2007,Virginia,14,GitHub,Bondon,17,pending,0,0,0,"",""
6827871159,Felice Lemmanbie,flemmanbie5a@discovery.com,Male,Cloud,9/20/2019,District of Columbia,16,Cloud,Karilynn,35,in_progress,44,34,31,Fail,4
6827871159,Felice Lemmanbie,flemmanbie5a@discovery.com,Male,Cloud,9/20/2019,District of Columbia,16,Figma,Candy,44,in_progress,42,9,53,Pass,3
8868687830,Amabel Lusted,alusted5b@shutterfly.com,Female,Figma,7/27/2015,North Carolina,11,DBT,Lauretta,36,pending,0,0,0,"",""
8868687830,Amabel Lusted,alusted5b@shutterfly.com,Female,Figma,7/27/2015,North Carolina,11,Figma,Felice,33,pending,0,0,0,"",""
4332404948,Calvin Volkes,cvolkes5c@soup.io,Male,Javascript,10/7/2016,Missouri,18,Networking,Clem,30,completed,100,68,96,Pass,3
4332404948,Calvin Volkes,cvolkes5c@soup.io,Male,Javascript,10/7/2016,Missouri,18,Networking,Clem,30,completed,100,94,46,Fail,5
6086838975,Tomi Brownfield,tbrownfield5d@google.co.jp,Female,Netwrking,7/3/2014,South Carolina,19,ReactJS,Carolin,39,pending,0,0,0,"",""
6086838975,Tomi Brownfield,tbrownfield5d@google.co.jp,Female,Netwrking,7/3/2014,South Carolina,19,ML,Belvia,31,completed,100,98,80,Pass,1
2929385905,Bengt Charrett,bcharrett5e@bbc.co.uk,Male,HtmlCSS,3/29/2006,Washington,17,,,,,,,,,
5072028147,Regen Spera,rspera5f@umn.edu,Genderqueer,DBT,7/16/2020,Florida,1,,,,,,,,,
4136661470,Fonz Basnett,fbasnett5g@abc.net.au,Male,GItHub,10/21/2003,Michigan,2,DevOps,Ida,29,in_progress,89,42,97,Pass,3
4136661470,Fonz Basnett,fbasnett5g@abc.net.au,Male,GItHub,10/21/2003,Michigan,2,DevOps,Ida,29,pending,0,0,0,"",""
8335566542,Jesus Kuhndel,jkuhndel5h@ebay.com,Non-binary,DevOps,11/3/2008,Indiana,11,Azure,Antone,40,in_progress,53,25,41,Fail,2
4578877530,Frants Osorio,fosorio5i@wp.com,Bigender,DBT,10/29/2006,Georgia,1,Networking,Lemar,23,completed,100,62,36,Fail,2
8325259616,Ozzie Hoodlass,ohoodlass5j@histats.com,Male,ML,10/17/2004,Florida,9,NodeJS,Farleigh,18,in_progress,69,29,65,Pass,4
806213872,Margalo Lamzed,mlamzed5k@printfriendly.com,Female,Netwrking,3/24/2010,Indiana,20,Networking,Romonda,10,pending,0,0,0,"",""
806213872,Margalo Lamzed,mlamzed5k@printfriendly.com,Female,Netwrking,3/24/2010,Indiana,20,Figma,Simone,24,pending,0,0,0,"",""
806213872,Margalo Lamzed,mlamzed5k@printfriendly.com,Female,Netwrking,3/24/2010,Indiana,20,NodeJS,Fawne,50,completed,100,34,45,Fail,4
806213872,Margalo Lamzed,mlamzed5k@printfriendly.com,Female,Netwrking,3/24/2010,Indiana,20,Figma,Erhard,10,in_progress,54,30,44,Fail,5
7801623271,Novelia Proschek,nproschek5l@4shared.com,Female,DevOps,10/3/2010,Louisiana,10,DBT,Stephani,27,in_progress,2,40,39,Fail,2
1428818934,Weider Frears,wfrears5m@unesco.org,Male,WebScraping,9/29/2023,Hawaii,6,DevOps,Angela,27,in_progress,77,40,10,Fail,3
7155083641,Corrinne Ferney,cferney5n@springer.com,Female,ML,10/31/2020,Colorado,1,,,,,,,,,
7507315266,Helaina Mathew,hmathew5o@indiatimes.com,Polygender,GItHub,7/17/2017,New York,4,Cloud,Nadya,32,pending,0,0,0,"",""
7507315266,Helaina Mathew,hmathew5o@indiatimes.com,Polygender,GItHub,7/17/2017,New York,4,OS,Alma,30,pending,0,0,0,"",""
8562226699,Staffard Keedwell,skeedwell5p@youtu.be,Male,DBT,5/17/2012,Florida,3,Figma,Erhard,10,pending,0,0,0,"",""
1368573102,Hillel Fairbeard,hfairbeard5q@baidu.com,Polygender,ML,2/8/2002,Kansas,16,,,,,,,,,
2298083451,Gizela Bridges,gbridges5r@pcworld.com,Female,Azure,5/6/2012,District of Columbia,15,Networking,Randie,35,completed,100,82,84,Pass,1
2298083451,Gizela Bridges,gbridges5r@pcworld.com,Female,Azure,5/6/2012,District of Columbia,15,OS,Lotty,48,in_progress,30,44,92,Pass,1
8124732366,Winifield Whybrow,wwhybrow5s@vimeo.com,Male,Azure,11/28/2010,District of Columbia,6,DevOps,Ida,29,in_progress,99,68,30,Fail,1
130279302,Suzanne Quarry,squarry5t@cdc.gov,Female,HtmlCSS,8/31/2017,Ohio,18,,,,,,,,,
3613444206,Holt Matuszak,hmatuszak5u@loc.gov,Male,Azure,11/8/2016,Florida,9,Javascript,Boot,33,completed,100,46,19,Fail,3
3613444206,Holt Matuszak,hmatuszak5u@loc.gov,Male,Azure,11/8/2016,Florida,9,Cloud,Karilynn,35,pending,0,0,0,"",""
5777203597,Erika Stainsby,estainsby5v@about.me,Female,NodeJS,12/16/2015,Pennsylvania,20,Javascript,Boot,33,completed,100,25,18,Fail,2
5486967199,Ashlen Theakston,atheakston5w@bloglovin.com,Agender,ML,2/9/2002,Texas,17,,,,,,,,,
1493927923,Ofilia Feedome,ofeedome5x@weather.com,Female,OS,12/30/2011,Kansas,10,ML,Belvia,31,completed,100,87,26,Fail,3
9320935658,Marti MacManus,mmacmanus5y@wordpress.com,Female,DevOps,8/28/2020,Georgia,1,Javascript,Boot,33,completed,100,81,75,Pass,4
958354585,Jessey Snel,jsnel5z@tinyurl.com,Male,Javascript,5/20/2001,Illinois,20,,,,,,,,,
2646940407,Stephenie Soar,ssoar60@ucla.edu,Female,Figma,11/12/2009,Nebraska,6,,,,,,,,,
6182533065,Adams Paula,apaula61@wikispaces.com,Male,Javascript,7/26/2016,Connecticut,14,,,,,,,,,
7236875717,Rhett Daniele,rdaniele62@4shared.com,Male,Azure,3/4/2010,New York,10,OS,Alma,30,completed,100,44,65,Pass,5
7236875717,Rhett Daniele,rdaniele62@4shared.com,Male,Azure,3/4/2010,New York,10,Networking,Romonda,10,completed,100,43,54,Pass,4
7236875717,Rhett Daniele,rdaniele62@4shared.com,Male,Azure,3/4/2010,New York,10,Javascript,Ilsa,8,completed,100,35,73,Pass,5
104738199,Paula Vasiltsov,pvasiltsov63@yahoo.co.jp,Female,DevOps,4/26/2002,New York,3,DevOps,Ida,29,completed,100,74,55,Pass,2
104738199,Paula Vasiltsov,pvasiltsov63@yahoo.co.jp,Female,DevOps,4/26/2002,New York,3,DevOps,Ida,29,completed,100,6,88,Pass,3
104738199,Paula Vasiltsov,pvasiltsov63@yahoo.co.jp,Female,DevOps,4/26/2002,New York,3,DevOps,Ida,29,pending,0,0,0,"",""
8404844672,Lucila Matveichev,lmatveichev64@economist.com,Female,GItHub,2/5/2002,Texas,17,NodeJS,Farleigh,18,pending,0,0,0,"",""
8404844672,Lucila Matveichev,lmatveichev64@economist.com,Female,GItHub,2/5/2002,Texas,17,Networking,Lemar,23,pending,0,0,0,"",""
8404844672,Lucila Matveichev,lmatveichev64@economist.com,Female,GItHub,2/5/2002,Texas,17,Networking,Randie,35,pending,0,0,0,"",""
1580143555,Stan Scourgie,sscourgie65@taobao.com,Male,GItHub,8/18/2023,Oklahoma,15,ML,Belvia,31,pending,0,0,0,"",""
1418636216,Gibby Mockes,gmockes66@example.com,Agender,NodeJS,9/7/2009,Michigan,18,Figma,Erhard,10,completed,100,32,13,Fail,1
7401098269,Freddy McElhargy,fmcelhargy67@miitbeian.gov.cn,Male,Figma,5/7/2022,Texas,5,Networking,Clem,30,pending,0,0,0,"",""
7401098269,Freddy McElhargy,fmcelhargy67@miitbeian.gov.cn,Male,Figma,5/7/2022,Texas,5,Cloud,Karilynn,35,in_progress,62,94,36,Fail,2
8700287764,Tamra Chesworth,tchesworth68@ebay.co.uk,Female,OS,6/18/2019,California,9,NodeJS,Fawne,50,in_progress,43,86,25,Fail,2
8802797900,Joannes Arboine,jarboine69@sun.com,Female,GItHub,7/7/2015,South Dakota,7,,,,,,,,,
2147726555,Nadiya Highway,nhighway6a@sphinn.com,Female,DBT,5/28/2015,Virginia,20,,,,,,,,,
1663585910,Leda Sarson,lsarson6b@taobao.com,Female,DevOps,6/14/2001,New York,2,Cloud,Karilynn,35,pending,0,0,0,"",""
3290173725,Vernen Ibbetson,vibbetson6c@yandex.ru,Male,Figma,10/4/2018,New Jersey,19,NodeJS,Fawne,50,completed,100,48,63,Pass,4
7364083871,August Grimbaldeston,agrimbaldeston6d@illinois.edu,Male,ML,4/3/2012,California,8,DevOps,Dorolisa,50,in_progress,59,70,33,Fail,4
7240563203,Stanwood Lawless,slawless6e@walmart.com,Male,Javascript,2/29/2000,Florida,13,,,,,,,,,
3524771642,Enoch Ingleson,eingleson6f@arizona.edu,Male,Netwrking,1/24/2023,New York,12,,,,,,,,,
5383443249,Jimmy Poinsett,jpoinsett6g@time.com,Male,DevOps,6/20/2008,Illinois,6,Figma,Meta,5,in_progress,5,9,24,Fail,5
7615432172,Clair Kearle,ckearle6h@taobao.com,Agender,DBT,8/7/2014,Washington,16,Figma,Felice,33,pending,0,0,0,"",""
7615432172,Clair Kearle,ckearle6h@taobao.com,Agender,DBT,8/7/2014,Washington,16,OS,Lotty,48,completed,100,98,81,Pass,4
7615432172,Clair Kearle,ckearle6h@taobao.com,Agender,DBT,8/7/2014,Washington,16,Javascript,Ilsa,8,completed,100,66,67,Pass,3
707374735,Marney Shafe,mshafe6i@domainmarket.com,Female,DBT,2/25/2019,California,17,,,,,,,,,
6077554150,Jocelyne Norway,jnorway6j@smugmug.com,Female,WebScraping,4/22/2016,California,12,Networking,Clem,30,completed,100,34,82,Pass,3
6349906661,Jazmin Folkerd,jfolkerd6k@apache.org,Female,Azure,12/8/2020,Florida,16,,,,,,,,,
3105164549,Zechariah Robertz,zrobertz6l@barnesandnoble.com,Male,NodeJS,1/9/2010,California,4,,,,,,,,,
5246855294,Antonio Beseke,abeseke6m@wix.com,Male,OS,12/5/2013,Texas,11,Javascript,Ilsa,8,in_progress,31,28,60,Pass,3
4015493149,Edee Gernier,egernier6n@edublogs.org,Female,Cloud,2/27/2017,California,14,Figma,Candy,44,pending,0,0,0,"",""
4015493149,Edee Gernier,egernier6n@edublogs.org,Female,Cloud,2/27/2017,California,14,GitHub,Bondon,17,completed,100,72,97,Pass,4
127976382,Elora Maund,emaund6o@phpbb.com,Female,DBT,7/10/2003,Arizona,20,Javascript,Boot,33,completed,100,72,61,Pass,2
8284746379,Aubree Rattry,arattry6p@nymag.com,Female,Netwrking,1/23/2002,Colorado,10,,,,,,,,,
8699533591,Maritsa Golds,mgolds6q@hp.com,Female,Netwrking,6/12/2009,Louisiana,7,,,,,,,,,
4437198839,Jerrome Skala,jskala6r@soundcloud.com,Male,WebScraping,3/28/2009,New York,10,,,,,,,,,
8251083044,Drucie Barnicott,dbarnicott6s@unicef.org,Female,Azure,7/13/2009,Connecticut,11,,,,,,,,,
1926472822,Sandor Labin,slabin6t@dot.gov,Male,Figma,7/31/2004,Georgia,18,,,,,,,,,
1234538528,Ursa Dunderdale,udunderdale6u@omniture.com,Polygender,WebScraping,7/25/2022,New Mexico,14,,,,,,,,,
5937887846,Anallese Kasting,akasting6v@wisc.edu,Female,WebScraping,6/22/2005,Utah,18,Cloud,Nadya,32,pending,0,0,0,"",""
5764816265,Terencio Conlon,tconlon6w@wsj.com,Male,Azure,4/11/2016,California,9,,,,,,,,,
9325563029,Titus Sealeaf,tsealeaf6x@xing.com,Male,Figma,7/31/2022,Michigan,9,DBT,Mariam,1,in_progress,19,25,41,Fail,3
7090789252,Claus Genike,cgenike6y@tripadvisor.com,Male,Cloud,1/19/2010,New York,19,,,,,,,,,
947640046,Germain Keyson,gkeyson6z@blogger.com,Female,Netwrking,7/18/2000,California,17,DBT,Mariam,1,completed,100,26,3,Fail,4
947640046,Germain Keyson,gkeyson6z@blogger.com,Female,Netwrking,7/18/2000,California,17,DBT,Mariam,1,completed,100,66,72,Pass,3
5106565985,Delcine Jerg,djerg70@chicagotribune.com,Female,GItHub,2/20/2014,Texas,10,DBT,Mariam,1,completed,100,86,56,Pass,1
5106565985,Delcine Jerg,djerg70@chicagotribune.com,Female,GItHub,2/20/2014,Texas,10,Javascript,Ilsa,8,completed,100,39,62,Pass,1
5106565985,Delcine Jerg,djerg70@chicagotribune.com,Female,GItHub,2/20/2014,Texas,10,Figma,Candy,44,pending,0,0,0,"",""
5106565985,Delcine Jerg,djerg70@chicagotribune.com,Female,GItHub,2/20/2014,Texas,10,Figma,Candy,44,in_progress,64,51,77,Pass,5
8743146562,Casper Clutram,cclutram71@java.com,Male,OS,1/31/2010,Louisiana,18,,,,,,,,,
9179766994,Aymer Brims,abrims72@tinypic.com,Male,DevOps,8/8/2008,Ohio,3,,,,,,,,,
3143154717,Pierce Avison,pavison73@nyu.edu,Male,Netwrking,1/28/2008,California,13,,,,,,,,,
1241188508,Aristotle Dunphy,adunphy74@theatlantic.com,Male,ML,3/4/2006,New York,5,Cloud,Karilynn,35,pending,0,0,0,"",""
1241188508,Aristotle Dunphy,adunphy74@theatlantic.com,Male,ML,3/4/2006,New York,5,Networking,Romonda,10,completed,100,100,47,Fail,4
9759809933,Irv Burgise,iburgise75@jigsy.com,Male,Netwrking,4/15/2020,Virginia,12,WebScraping,Aarika,7,in_progress,6,43,88,Pass,2
8992447177,Caryl Robens,crobens76@pbs.org,Male,ML,5/16/2020,Texas,1,ReactJS,Carolin,39,in_progress,63,77,73,Pass,4
7711642321,Manny Radke,mradke77@nationalgeographic.com,Male,NodeJS,7/23/2000,Michigan,1,Figma,Felice,33,pending,0,0,0,"",""
9826707946,Pammy Moncey,pmoncey78@va.gov,Female,DBT,6/22/2011,California,9,OS,Alma,30,completed,100,87,90,Pass,2
9826707946,Pammy Moncey,pmoncey78@va.gov,Female,DBT,6/22/2011,California,9,DevOps,Dorolisa,50,in_progress,69,35,43,Fail,5
3854612010,Lexie Belliss,lbelliss79@pen.io,Female,ML,9/10/2007,Michigan,19,,,,,,,,,
120318522,Cris Haliburton,chaliburton7a@godaddy.com,Female,GItHub,3/8/2012,Washington,5,,,,,,,,,
9626143549,Madison Edwins,medwins7b@sun.com,Male,Figma,6/18/2023,Washington,15,,,,,,,,,
192019002,Llewellyn Plumbridge,lplumbridge7c@omniture.com,Male,Cloud,9/30/2017,Arkansas,10,DBT,Stephani,27,completed,100,67,46,Fail,1
192019002,Llewellyn Plumbridge,lplumbridge7c@omniture.com,Male,Cloud,9/30/2017,Arkansas,10,Networking,Randie,35,in_progress,5,14,49,Fail,3
3743607061,Maggee Gurys,mgurys7d@mapquest.com,Female,WebScraping,6/4/2018,California,11,,,,,,,,,
6984868474,Jacki Isoldi,jisoldi7e@51.la,Genderqueer,Javascript,7/26/2013,California,1,Figma,Meta,5,pending,0,0,0,"",""
6984868474,Jacki Isoldi,jisoldi7e@51.la,Genderqueer,Javascript,7/26/2013,California,1,Cloud,Karilynn,35,completed,100,43,40,Fail,2
5696323907,Melissa Shallcrass,mshallcrass7f@bizjournals.com,Female,DevOps,3/29/2004,California,15,,,,,,,,,
2125462871,Harley Roistone,hroistone7g@umich.edu,Male,ML,11/2/2023,Pennsylvania,6,,,,,,,,,
841454669,Paulina Beachamp,pbeachamp7h@fc2.com,Female,DevOps,7/21/2003,New York,10,Networking,Clem,30,pending,0,0,0,"",""
1045452218,Theresina Enrich,tenrich7i@cafepress.com,Female,Figma,5/2/2010,Pennsylvania,3,Networking,Randie,35,completed,100,45,93,Pass,3
1045452218,Theresina Enrich,tenrich7i@cafepress.com,Female,Figma,5/2/2010,Pennsylvania,3,ReactJS,Carolin,39,completed,100,85,96,Pass,5
8822868446,Kendrick Humberstone,khumberstone7j@xing.com,Male,NodeJS,8/1/2009,California,16,,,,,,,,,
8059203160,Dian Scothorne,dscothorne7k@acquirethisname.com,Female,DBT,4/14/2016,Louisiana,18,Networking,Clem,30,completed,100,28,100,Pass,2
6273743471,Kiah Newick,knewick7l@seesaa.net,Female,GItHub,5/5/2008,South Carolina,3,NodeJS,Fawne,50,pending,0,0,0,"",""
